id,requirement
leed-43,The system should support reporting by funder to confirm a particular funder's open access data / deposit requirement has been met.
leed-44,The system should generate reports on repository content growth pattern over time.
leed-45,The system should support preservation function by generating reports on repository content.
leed-46,"The system should generate reports on the number and origins of repository end users, including by domain type and geographical location."
leed-47,"The system must report on number and speed of data downloads and log number of data requests. Reports should be possible over specified periods of time and against specified subsets of the repository (by Funder, by Creator, by academic unit)."
leed-48,"The system must integrate with multiple file systems (archive file appliance, object store etc.)"
leed-49,The system must allow creation of repository roles with different editing rights.
leed-50,The system must allow specification of mandatory metadata fields.
leed-51,The system should retain history of changes to metadata fields
leed-52,The system must possess a field for multiple data owners over time (previous owners should not be overwritten).
leed-53,"The system must import or harvest metadata and associated files from a variety of sources using established standards such as OAI-PMH, OAI-ORE."
leed-54,"The system must harvest / ingest / import metadata from other systems e.g. funder, grant number, equipment, author identifier, project code."
leed-55,"The system should be able to support externally managed unique entities e.g. identifiers such as ORCID, ResearcherID"
leed-56,The system could display linked data from other systems using open standards.
leed-57,"The system must link to associated research outputs, potentially in other systems e.g. Published papers."
leed-58,"The system could supply data to research management systems (for example, to enable reporting against the percentage of projects with data associated, analysable by Funder and academic unit)."
leed-59,The system could import and display impact measures such as citation data from external sources e.g. Thomson Reuters Data Citation Index and track alt-metrics such as links and likes.
leed-60,The system should be compliant with the OAIS reference model.
leed-61,The system must have all aspects of the user interface(s) customisable by UoL
leed-62,The out-of-the-box user interface shall be intuitive to users
leed-63,The out-of-the-box user interface shall meet W3C WCAG 1.0 accessibility requirements.
leed-64,"The system should be able to support rapid prototyping, so proof of concept work can be carried out quickly and easily."
leed-65,The system should support a range of server operating systems
leed-66,The system must work with an Active Directory forest containing two domains
leed-67,The system should run in a clustered server environment in an active-passive configuration
leed-68,The system could run in a clustered server environment in an active-active configuration
leed-69,The system must support the University of Leeds central backup infrastructure
leed-70,Routine patching of the system shall be possible with minimal (i.e. less than 5 minutes) downtime.
leed-71,Routine patching of the system shall be possible with no more than 1 hours downtime
leed-72,"Is shall be possible to run multiple instances of the software for purposes such as QA, development / testing and training e.g. in a virtualised environment"
leed-73,"The system must support the latest public release of the chosen operating systems, provided the release date was at least 6 months ago. Mitigate risk of version misalignment."
leed-74,The system must support the previous two major public releases of the chosen operating system
leed-75,"The system must be able to connect to a range of storage systems, including the front end storage appliance to an off-site data archive."
leed-76,"The system should provide an appropriate method of ensuring the integrity of datasets, such as checksums"
leed-77,The software codebase must be managed using recognised source control system.
leed-78,The system should be able to deal with non-Roman scripts and special characters (e.g. those covered in the Unicode v6.2 specification)
leed-79,"There should be detailed documentation available covering the technical architecture of the software, showing the interrelationships between the various software components and supporting services (e.g. web server, database etc.)"
leed-80,"There must be detailed documentation available covering the processes required to install, patch and upgrade the software."
leed-81,There must be detailed documentation available covering the backup and restore of both the configuration of the system and the data held within it.
leed-82,The system must adhere to the standards as specified in the University's Information Security Policy
leed-83,The system must adhere to the University's Access Control Policy
leed-84,The system must adhere to the standards as specified in the University's Security Logging Policy
leed-85,The system must adhere to the standards as specified in the University's Vulnerability and Penetration Testing Policy
